[475;413#2598
 480;7#1662
 45;119#602
 53;419#1477
 274;415#1912
 47;434#1520
 466;45#1603
 170;244#1163
 156;466#1801
 1;401#1413
 11;28#159
 65;432#1533
 326;110#1229
 347;220#1522
 266;8#997
 15;468#1618
 103;171#831
 379;453#2401
 384;74#1373
 383;141#1470
 485;351#2430
 342;434#2215
 364;327#1914
 329;121#1251
 170;292#1233
 101;456#1650
 186;112#877
 291;361#1781
 453;286#2088
 72;236#936
 198;305#1349
 341;376#2006
 402;309#1970
 497;112#1808
 449;180#1788
 316;23#1119
 482;116#1757
 202;17#789
 450;422#2539
 454;409#2520
 472;238#2009
 392;491#2600
 412;25#1440
 101;494#1777
 289;201#1287
 49;133#640
 170;296#1248
 310;53#1120
 222;458#1942
 307;198#1326
 388;273#1826
 39;124#600
 229;107#972
 35;141#608
 126;423#1583
 205;172#1047
 39;295#1079
 310;101#1166
 93;170#815
 380;374#2122
 337;20#1184
 369;409#2210
 329;35#1177
 193;418#1715
 176;309#1302
 177;201#1051
 352;111#1322
 280;46#1035
 334;176#1396
 170;273#1205
 435;283#2015
 463;147#1775
 119;411#1512
 156;15#683
 271;110#1087
 142;241#1072
 427;261#1922
 342;52#1230
 244;307#1487
 179;228#1138
 166;346#1419
 351;434#2257
 429;50#1487
 178;292#1256
 77;248#966
 234;207#1201
 71;257#999
 128;443#1651
 222;312#1433
 50;494#1741
 64;307#1124
 253;162#1112
 414;41#1454
 12;294#1062
 132;437#1644
 415;219#1764
 87;192#847
 208;250#1226
 108;43#544
 402;425#2364
 475;321#2273
 400;100#1450
 412;53#1444
 306;435#2094
 325;139#1285
 107;119#722
 182;353#1465
 45;10#241
 461;377#2417
 96;61#555
 161;169#934
 373;363#2068
 158;16#685
 367;329#1921
 177;116#859
 33;68#380
 340;140#1332
 345;222#1518
 104;272#1079
 128;326#1280
 406;62#1429
 81;205#872
 12;53#266
 44;277#1032
 497;336#2405
 425;279#1968
 86;99#661
 25;328#1178
 499;100#1787
 297;416#2004
 93;242#986
 440;51#1529
 465;465#2767
 188;226#1133
 388;13#1353
 497;134#1858
 175;464#1816
 168;235#1134
 115;135#758
 342;248#1593
 14;464#1609
 373;494#2545
 475;191#1896
 101;302#1151
 241;284#1408
 73;182#789
 27;431#1497
 340;477#2360
 68;63#470
 35;318#1160
 230;88#926
 201;121#925
 287;192#1262
 54;370#1313
 144;39#649
 35;320#1156
 365;484#2481
 424;38#1493
 422;319#2067
 94;400#1442
 177;404#1625
 326;404#2063
 256;455#2005
 458;276#2072
 405;211#1699
 227;373#1642
 52;184#769
 52;54#384
 401;205#1669
 412;79#1474
 291;112#1139
 184;350#1454
 135;343#1345
 196;41#820
 338;321#1806
 123;424#1570
 303;242#1457
 376;261#1741
 135;494#1867
 310;141#1263
 7;463#1613
 147;0#656
 47;467#1646
 351;313#1826
 333;278#1652
 252;352#1650
 345;92#1273
 206;263#1262
 25;451#1552
 10;418#1444
 98;158#778
 424;146#1623
 214;174#1080
 155;321#1310
 60;159#717
 84;290#1093
 158;231#1109
 455;389#2436
 260;304#1516
 291;141#1200
 328;388#2011
 221;32#859
 463;130#1752
 6;53#275
 412;161#1612
 152;233#1085
 380;275#1800
 263;480#2118
 351;230#1565
 277;372#1790
 219;283#1359
 381;428#2311
 339;38#1210
 82;95#643
 15;350#1237
 302;183#1291
 317;459#2198
 229;277#1364
 292;261#1486
 245;497#2159
 152;229#1083
 85;176#806
 448;332#2215
 226;406#1754
 253;23#942
 68;142#686
 161;486#1888
 381;103#1403
 412;456#2528
 210;77#868
 223;108#954
 477;404#2571
 193;364#1521
 183;296#1284
 249;129#1053
 407;242#1783
 416;401#2334
 280;243#1412
 178;275#1227
 34;445#1550
 498;191#1992
 282;41#1046
 155;489#1875
 284;109#1123
 128;222#1000
 439;92#1573
 75;88#595
 51;143#666
 96;451#1633
 144;459#1744
 240;404#1783
 417;400#2329
 128;425#1605
 277;374#1791
 352;6#1232
 490;274#2193
 243;34#919
 142;316#1293
 223;350#1551
 366;255#1693
 307;253#1500
 80;176#797
 100;20#503
 312;123#1211
 29;231#876
 368;59#1298
 414;155#1616
 69;17#356
 291;484#2218
 299;329#1708
 456;45#1572
 457;430#2595
 4;378#1329
 4;328#1171
 6;257#959
 109;155#803
 401;211#1682
 431;304#2072
 16;0#94
 368;30#1294
 452;210#1873
 182;310#1315
 303;406#1989
 68;282#1055
 484;198#1941
 428;20#1484
 15;107#521
 428;336#2156
 443;451#2625
 40;194#788
 255;177#1146
 57;312#1132
 390;37#1365
 50;57#400
 221;256#1286
 253;76#995
 189;312#1343
 360;230#1595
 479;447#2749
 209;167#1042
 433;360#2244
 471;472#2798
 158;117#832
 387;359#2085
 240;50#928
 8;425#1472
 349;296#1747
 147;157#882
 294;170#1255
 201;397#1646
 49;211#834
 155;324#1322
 497;487#2947
 360;383#2085
 313;303#1669
 448;164#1756
 334;185#1404
 59;154#704
 478;138#1807
 445;138#1694
 498;488#2957
 113;269#1097
 319;483#2316
 162;338#1381
 148;280#1175
 269;199#1245
 389;412#2269
 377;209#1585
 221;268#1312
 443;57#1545
 105;246#1025
 93;476#1700
 28;247#935
 192;342#1444
 96;131#714
 428;364#2242
 456;6#1581
 284;368#1788
 31;483#1672
 285;47#1052
 347;262#1657
 330;219#1470
 382;233#1664
 263;328#1605
 392;121#1467
 271;145#1148
 18;377#1307
 232;233#1247
 496;94#1763
 481;101#1729
 20;420#1452
 180;424#1694
 253;327#1584
 270;380#1797
 118;486#1796
 120;17#572
 489;231#2057
 199;421#1740
 436;287#2040
 113;421#1545
 136;357#1387
 430;301#2055
 403;115#1505
 23;155#653
 23;154#645
 76;477#1684
 44;28#262
 287;43#1052
 75;175#781
 256;195#1211
 16;354#1251
 325;250#1541
 404;255#1814
 90;16#469
 174;13#732
 422;225#1803
 466;164#1821
 364;331#1915
 281;111#1119
 5;205#811
 393;316#1966
 277;164#1195
 452;56#1570
 379;246#1708
 438;498#2770
 404;265#1843
 369;381#2104
 239;20#899
 418;426#2426
 131;69#652
 46;26#266
 343;193#1449
 18;348#1228
 424;351#2201
 412;350#2131
 331;255#1583
 308;410#2011
 43;60#389
 206;193#1089
 368;351#2003
 393;18#1372
 181;97#832
 179;103#849
 465;50#1603
 406;461#2518
 263;199#1229
 457;397#2473
 446;311#2160
 217;365#1582
 130;56#623
 155;357#1434
 217;127#966
 303;314#1669
 477;305#2204
 339;464#2307
 359;412#2211
 197;28#791
 483;131#1809
 47;16#256
 97;318#1177
 318;452#2188
 15;82#413
 134;292#1197
 257;193#1201
 50;107#577
 230;193#1163
 167;244#1152
 343;489#2418
 217;45#862
 171;67#752
 248;137#1070
 164;303#1272
 437;58#1537
 368;264#1728
 118;499#1840
 112;149#790
 428;121#1606
 282;385#1844
 42;496#1739
 459;59#1599
 413;255#1849
 377;273#1781
 186;297#1290
 374;31#1313
 456;280#2083
 190;87#818
 467;118#1717
 397;371#2163
 145;67#683
 155;492#1885
 432;194#1747
 466;480#2821
 194;496#1988
 211;69#865
 97;127#708
 31;9#163
 313;53#1129
 365;193#1528
 31;358#1273
 117;488#1803
 57;282#1043
 256;65#980
 199;6#813
 155;165#914
 418;195#1699
 28;278#1028
 376;218#1606
 259;14#962
 405;177#1624
 6;462#1607
 385;276#1821
 273;295#1513
 289;467#2146
 496;163#1931
 482;152#1866
 338;201#1432
 419;230#1792
 385;438#2363
 349;279#1716
 9;96#486
 393;124#1484
 152;84#740
 382;155#1492
 353;441#2284
 223;450#1901
 260;487#2151
 221;142#1012
 90;77#588
 21;247#934
 42;101#540
 487;113#1774
 237;74#959
 364;117#1368
 274;494#2214
 127;254#1074
 458;259#2011
 132;222#1008
 442;299#2095
 7;354#1256
 482;233#2030
 295;176#1278
 179;427#1702
 312;114#1195
 493;109#1789
 207;62#841
 44;238#915
 436;419#2474
 191;168#996
 27;70#371
 252;142#1086
 0;437#1521
 414;143#1584
 229;160#1082
 45;215#848
 116;123#753
 120;275#1114
 355;143#1385
 436;267#1972
 475;343#2368
 113;188#895
 13;398#1382
 224;18#861
 301;141#1234
 93;158#779
 483;173#1898
 308;7#1107
 366;73#1314
 321;30#1155
 388;178#1578
 273;326#1619
 390;44#1368
 52;474#1667
 35;343#1224
 264;25#979
 413;343#2130
 347;83#1269
 223;397#1718
 16;402#1390
 64;296#1078
 8;172#704
 91;396#1429
 483;123#1780
 284;1#1046
 496;499#3003
 22;87#438
 240;118#1022
 169;278#1212
 462;65#1618
 12;179#725
 294;384#1881
 454;23#1581
 375;106#1393
 104;353#1286
 213;93#894
 61;468#1652
 477;461#2790
 261;460#2041
 184;66#787
 411;382#2251
 280;302#1559
 198;4#813
 395;465#2513
 119;54#600
 349;455#2328
 79;454#1604
 75;115#641
 296;179#1279
 482;439#2732
 199;244#1186
 295;449#2103
 433;91#1548
 298;254#1481
 466;469#2776
 457;101#1641
 12;223#846
 394;275#1846
 139;303#1241
 202;313#1385
 196;43#813
 284;144#1182
 127;486#1819
 437;196#1783
 92;479#1710
 290;81#1099
 136;93#726
 328;95#1224
 402;296#1941
 252;415#1851
 182;99#837
 72;78#539
 46;6#240
 29;218#859
 90;124#688
 456;291#2115
 265;328#1607
 438;367#2301
 406;124#1528
 89;277#1077
 232;374#1657
 199;23#790
 371;130#1413
 260;54#982
 176;218#1097
 250;304#1491
 110;132#737
 325;496#2378
 50;237#918
 260;187#1184
 48;20#265
 376;295#1840
 81;418#1474
 10;333#1187
 249;91#982
 244;319#1523
 470;472#2799
 44;189#767
 495;121#1818
 320;317#1733
 110;88#667
 2;404#1417
 400;372#2173
 247;328#1568
 50;36#301
 28;301#1098
 211;116#927
 363;460#2408
 38;200#799
 254;189#1192
 252;54#960
 279;153#1192
 263;288#1478
 481;80#1706
 169;204#1040
 317;101#1179
 142;314#1281
 6;379#1337
 440;433#2537
 172;203#1048
 292;320#1654
 240;123#1023
 211;328#1452
 452;193#1815
 355;399#2142
 20;15#128
 8;131#607
 119;474#1754
 395;36#1385
 328;273#1621
 432;265#1946
 17;334#1185
 280;305#1570
 286;127#1166
 371;224#1608
 182;75#787
 396;299#1928
 85;259#1013
 283;128#1157
 311;409#2026
 217;130#968
 281;427#1974
 175;444#1746
 293;460#2142
 270;189#1213
 257;226#1311
 457;252#1995
 363;197#1511
 92;489#1751
 485;303#2243
 240;170#1117
 220;163#1070
 86;438#1555
 415;134#1581
 239;14#907
 305;17#1088
 52;336#1208
 365;395#2146
 72;153#734
 240;392#1752
 38;230#886
 79;280#1066
 41;59#379
 102;127#723
 326;40#1176
 425;46#1482
 276;358#1736
 113;12#535
 11;310#1109
 208;213#1128
 191;491#1968
 251;324#1571
 273;395#1847
 482;403#2584
 105;454#1660
 15;436#1515
 277;57#1026
 374;179#1527
 180;375#1536
 92;161#779
 384;480#2536
 319;86#1193
 181;379#1554
 485;282#2192
 5;347#1231
 335;480#2348
 349;384#2054
 11;341#1199
 347;382#2051
 173;202#1050
 229;327#1510
 100;434#1570
 268;260#1425
 335;97#1247
 262;193#1206
 331;228#1493
 108;18#530
 396;367#2143
 434;103#1567
 188;239#1174
 322;366#1907
 332;379#1991
 481;22#1674
 470;132#1771
 323;448#2198
 89;490#1758
 343;14#1203
 50;203#826
 375;30#1322
 203;65#847
 470;34#1641
 390;41#1367
 368;188#1512
 148;179#944
 388;136#1479
 467;299#2183
 38;464#1625
 41;298#1100
 25;474#1638
 232;64#935
 47;293#1089
 81;70#544
 292;386#1887
 288;354#1756
 52;189#778
 451;404#2471
 250;293#1453
 156;484#1859
 396;490#2619
 277;65#1031
 453;440#2616
 319;424#2104
 137;235#1045
 174;130#879
 82;298#1110
 92;283#1094
 108;46#552
 181;388#1583
 292;333#1699
 469;329#2300
 113;123#747
 7;492#1727
 484;339#2382
 260;472#2086
 29;180#749
 104;286#1126
 59;29#325
 19;172#710
 167;337#1391
 3;119#564
 135;44#617
 54;102#566
 362;349#1974
 100;376#1374
 389;172#1564
 418;277#1938
 278;318#1613
 348;462#2349
 342;295#1748
 210;304#1382
 184;353#1467
 160;360#1449
 142;190#964
 496;199#1999
 221;482#2033
 303;211#1363
 296;340#1737
 317;391#1987
 313;20#1104
 134;146#821
 391;458#2468
 154;465#1799
 280;193#1244
 158;439#1697
 118;217#974
 372;241#1663
 282;356#1741
 6;168#697
 489;206#1985
 138;146#842
 222;419#1782
 193;45#799
 318;132#1246
 29;24#193
 427;332#2143
 176;72#771
 321;173#1360
 214;318#1430
 50;13#275
 471;197#1893
 35;457#1587
 338;145#1338
 167;280#1203
 29;22#191
 451;399#2448
 333;453#2261
 178;386#1566
 10;192#757
 381;267#1777
 323;429#2132
 88;273#1055
 199;211#1104
 401;276#1862
 168;483#1887
 321;178#1366
 191;211#1088
 374;199#1561
 7;394#1380
 244;182#1152
 358;178#1473
 237;97#965
 463;35#1623
 308;53#1116
 408;257#1835
 441;367#2315
 110;479#1759
 144;3#639
 58;189#785
 462;288#2125
 65;426#1510
 122;294#1178
 464;96#1656
 403;349#2110
 72;376#1350
 136;242#1060
 484;373#2499
 39;467#1633
 39;329#1177
 303;390#1927
 295;388#1891
 12;158#658
 430;434#2489
 204;78#859
 436;336#2194
 131;376#1421
 5;441#1532
 281;482#2182
 71;439#1560
 420;110#1540
 264;466#2083
 66;467#1660
 454;493#2809
 350;494#2453
 40;69#401
 381;9#1330
 75;66#510
 178;408#1647
 167;342#1413
 290;189#1263
 388;192#1591
 327;335#1824
 283;65#1044
 257;190#1193
 403;18#1405
 320;444#2172
 197;30#793
 440;414#2477
 129;241#1043
 200;434#1799
 119;336#1284
 110;391#1430
 347;423#2200
 458;95#1640
 200;147#979
 356;103#1321
 291;133#1194
 274;187#1219
 413;358#2177
 209;270#1294
 239;222#1245
 12;97#487
 3;359#1271
 351;11#1229
 259;180#1163
 143;320#1305
 104;450#1637
 300;357#1806
 195;108#881
 309;388#1938
 323;154#1328
 124;409#1522
 436;70#1530
 360;7#1257
 382;34#1343
 422;378#2285
 488;134#1826
 429;383#2321
 414;406#2346
 102;147#762
 462;43#1596
 246;334#1587
 24;370#1298
 182;375#1541
 422;115#1560
 387;158#1514
 461;164#1803
 182;221#1127
 490;333#2361
 35;226#878
 225;16#862
 284;183#1227
 96;254#1021
 133;498#1867
 398;490#2624
 214;220#1157
 453;218#1885
 322;279#1618
 466;291#2136
 147;120#817
 73;483#1695
 363;95#1341
 239;394#1756
 142;372#1450
 242;215#1241
 6;235#886
 296;47#1079
 477;159#1853
 126;459#1720
 66;17#347
 44;484#1701
 434;252#1902
 321;410#2065
 351;33#1234
 438;101#1569
 488;143#1850
 74;52#467
 374;120#1414
 198;84#845
 52;38#326
 144;62#672
 385;27#1345
 285;102#1104
 120;154#828
 361;467#2416
 231;140#1024
 393;290#1891
 184;383#1572
 0;459#1597
 324;69#1164
 281;154#1196
 226;74#912
 466;386#2468
 495;27#1733
 80;289#1085
 417;114#1544
 297;303#1605
 380;12#1334
 384;75#1369
 131;433#1632
 323;392#2005
 51;38#317
 445;349#2271
 349;429#2229
 443;257#1955
 274;417#1915
 298;492#2257
 350;190#1469
 165;367#1485
 402;323#2023
 33;160#684
 429;342#2176
 413;85#1478
 305;142#1245
 85;161#774
 345;238#1564
 151;351#1404
 90;341#1253
 138;244#1073
 257;465#2052
 497;1#1724
 399;304#1948
 440;432#2533
 240;1#921
 67;373#1334
 51;105#562
 292;478#2184
 225;173#1102
 96;94#664
 274;171#1190
 273;5#1009
 417;283#1948
 70;22#369
 345;292#1733
 46;298#1104
 218;82#905
 170;256#1189
 123;327#1270
 264;367#1745
 447;271#2019
 178;66#771
 479;427#2676
 291;48#1065
 224;368#1615
 465;48#1597
 399;490#2627
 332;63#1185
 427;317#2082
 231;113#980
 29;126#574
 244;84#975
 249;227#1293
 345;280#1701
 489;228#2046
 377;345#2014
 119;44#572
 191;151#970
 477;287#2173
 435;475#2661
 352;125#1344
 366;180#1499
 13;57#287
 221;437#1851
 74;164#755
 446;313#2165
 340;464#2312
 38;10#206
 133;409#1548
 29;420#1458
 117;47#584
 328;389#2013
 200;213#1104
 377;234#1654
 23;199#794
 199;139#965
 358;478#2430
 203;170#1040
 203;142#984
 222;5#860
 23;313#1125
 63;477#1688
 221;144#1013
 488;1#1696
 30;65#345
 244;273#1390
 179;481#1880
 456;225#1922
 438;50#1523
 51;339#1219
 46;116#587
 411;194#1669
 25;257#962
 251;386#1753
 466;259#2053
 422;251#1863
 22;28#186
 59;149#707
 430;300#2052
 331;438#2195
 464;285#2113
 492;479#2918
 72;31#383
 215;269#1302
 387;400#2229
 174;133#897
 432;353#2235
 86;260#1015
 309;267#1547
 476;311#2232
 420;173#1665
 266;305#1532
 485;340#2384
 262;110#1069
 437;232#1884
 230;284#1389
 89;4#437
 300;317#1675
 180;425#1698
 113;316#1215
 465;321#2271
 497;250#2141
 53;199#809
 437;281#2022
 347;60#1238
 117;176#870
 137;34#613
 210;1#852
 188;277#1264
 464;61#1623
 40;235#903
 428;83#1528
 499;246#2130
 130;319#1265
 229;232#1233
 480;232#2020
 458;236#1958
 14;292#1064
 303;66#1103
 436;455#2598
 413;86#1474
 161;467#1814
 104;67#600
 486;151#1876
 36;137#610
 342;385#2040
 147;161#895
 225;464#1977
 483;63#1691
 67;1#347
 94;58#555
 144;358#1411
 489;146#1868
 40;391#1372
 402;67#1421
 313;238#1470
 24;133#592
 47;178#734
 401;478#2580
 93;181#841
 92;274#1060
 229;131#998
 340;333#1860
 447;354#2294
 231;373#1656
 161;393#1558
 375;374#2116
 494;282#2226
 441;443#2581
 20;313#1118
 26;179#743
 7;457#1590
 347;128#1328
 302;198#1313
 347;98#1288
 343;292#1735
 8;383#1351
 245;437#1901
 349;41#1239
 40;492#1723
 411;15#1420
 359;262#1692
 83;179#804
 324;22#1142
 410;384#2253
 394;293#1908
 339;214#1480
 49;51#360
 318;225#1449
 379;74#1355
 499;288#2260
 148;213#1040
 128;78#669
 400;460#2494
 0;481#1686
 352;252#1630
 264;379#1777
 211;430#1805
 109;342#1282
 101;438#1588
 219;467#1972
 196;37#811
 168;41#720
 413;450#2496
 169;408#1615
 206;189#1085
 326;219#1460
 452;240#1960
 178;79#782
 388;245#1725
 230;415#1793
 207;131#963
 245;99#993
 308;245#1476
 18;163#670
 278;85#1072
 150;162#906
 171;396#1573
 27;79#424
 444;192#1800
 62;84#551
 226;127#987
 139;28#622
 352;308#1805
 291;3#1060
 367;417#2248
 485;213#1987
 61;251#971
 237;433#1879
 414;455#2522
 50;245#936
 321;327#1776
 286;174#1238
 248;292#1444
 346;392#2080
 377;185#1544
 34;497#1730
 176;130#888
 23;147#627
 418;477#2627
 138;295#1212
 393;438#2381
 231;426#1834
 472;497#2890
 409;4#1431
 108;126#743
 255;101#1022
 146;102#766
 138;222#1028
 214;227#1182
 227;303#1433
 419;193#1706
 182;270#1238
 400;326#2014
 100;440#1593
 37;49#313
 282;474#2157
 358;384#2082
 119;422#1562
 458;440#2639
 495;380#2562
 448;25#1565
 433;475#2658
 94;49#517
 396;305#1937
 327;308#1735
 2;358#1263
 492;166#1922
 1;337#1196
 425;224#1815
 232;384#1690
 219;443#1865
 269;357#1726
 142;45#639
 498;215#2042
 224;103#940
 66;106#608
 240;317#1511
 418;263#1891
 218;66#883
 74;19#387
 423;99#1525
 311;165#1304
 397;261#1803
 344;21#1201
 25;48#283
 479;43#1649
 156;129#850
 310;400#1982
 132;260#1102
 190;331#1397
 424;107#1550
 307;293#1617
 274;90#1052
 22;381#1326
 445;16#1544
 78;59#504
 266;133#1113
 165;294#1237
 172;41#736
 238;384#1711
 37;350#1247
 462;30#1620
 260;334#1625
 306;293#1611
 223;314#1445
 73;274#1032
 137;58#656
 186;326#1381
 387;116#1453
 326;281#1642
 249;308#1509
 480;0#1668
 184;313#1329
 343;315#1800
 108;203#926
 323;287#1660
 3;403#1411
 43;18#237
 404;85#1436
 378;347#2022
 290;234#1388
 317;282#1620
 345;351#1934
 245;70#967
 152;334#1351
 208;128#953
 206;256#1242
 5;388#1359
 271;56#1012
 214;344#1507
 24;360#1270
 458;16#1586
 437;40#1524
 255;496#2181
 194;61#805
 78;81#581
 279;136#1157
 180;166#963
 0;312#1130
 281;365#1767
 178;27#747
 317;44#1152
 304;346#1794
 106;36#527
 198;327#1416
 294;386#1883
 127;103#724
 467;360#2380
 34;347#1235
 183;469#1855
 230;130#999
 266;345#1676
 249;210#1243
 338;467#2321
 101;414#1501
 249;197#1210
 359;366#2033
 302;55#1105
 2;376#1321
 219;199#1122
 115;372#1374
 211;3#856
 303;334#1743
 186;72#797
 236;450#1946
 360;480#2451
 286;359#1763
 245;39#931
 379;192#1558
 333;454#2257
 192;193#1048
 378;323#1926
 498;182#1969
 344;114#1302
 126;23#572
 292;144#1217
 355;84#1298
 187;58#782
 290;413#1964
 333;76#1207
 365;22#1279
 91;329#1215
 308;446#2134
 48;167#695
 225;216#1181
 472;288#2159
 114;102#699
 434;45#1505
 379;468#2477
 336;146#1329
 75;219#892
 49;94#532
 131;349#1343
 492;402#2612
 11;389#1357
 202;29#799
 1;205#815
 413;202#1700
 438;460#2620
 349;248#1610
 92;364#1326
 254;2#962
 445;457#2653
 78;63#502
 372;379#2111
 426;172#1689
 111;207#935
 375;397#2173
 444;17#1542
 300;98#1133
 344;39#1230
 83;359#1313
 328;402#2061
 119;12#567
 34;434#1519
 461;295#2151
 410;91#1466
 182;139#932
 9;95#477
 249;362#1679
 7;333#1184
 136;218#1031
 57;344#1237
 48;22#273
 306;44#1117
 110;238#1003
 102;301#1149
 375;407#2202
 448;348#2274
 74;463#1631
 412;121#1545
 29;153#664
 254;17#945
 197;139#957
 469;196#1880
 412;279#1917
 413;38#1457
 422;231#1808
 444;189#1785
 236;29#897
 210;340#1481
 457;175#1803
 401;98#1445
 361;246#1653
 398;5#1393
 246;464#2033
 266;153#1156
 296;385#1891
 13;366#1288
 0;409#1439
 293;196#1290
 1;69#340
 406;343#2090
 162;470#1829
 461;277#2079
 482;480#2872
 440;81#1566
 435;294#2057
 490;471#2880
 265;82#1035
 427;121#1601
 383;295#1872
 175;274#1215
 296;367#1816
 474;191#1892
 51;93#527
 218;120#947
 456;367#2371
 193;274#1280
 341;418#2170
 172;436#1716
 95;296#1131
 155;216#1063
 46;85#500
 422;40#1480
 41;288#1060
 433;462#2605
 332;169#1374
 294;413#1978
 257;305#1515
 373;49#1319
 57;359#1294
 105;427#1557
 346;479#2399
 244;383#1725
 386;13#1349
 288;131#1176
 431;434#2496
 483;458#2796
 256;269#1405
 356;441#2301
 176;60#753
 335;451#2258
 84;376#1362
 103;38#536
 253;295#1465
 133;271#1138
 112;368#1357
 90;58#535
 220;294#1382
 67;420#1493
 160;120#831
 431;41#1503
 412;132#1572
 3;36#189
 330;437#2190
 132;51#640
 358;125#1362
 330;450#2231
 77;194#838
 318;236#1483
 189;368#1524
 290;386#1878
 425;289#2000
 290;294#1578
 217;381#1638
 437;382#2344
 476;446#2742
 392;187#1595
 136;344#1353
 184;446#1781
 189;270#1260
 96;34#487
 360;262#1690
 249;89#987
 9;193#774
 447;270#2013
 219;284#1360
 82;227#933
 364;359#2030
 142;105#761
 261;444#1965
 158;338#1369
 215;354#1554
 343;176#1426
 194;291#1291
 333;263#1614
 359;43#1269
 102;45#543
 44;56#376
 270;432#1958
 470;279#2114
 442;386#2379
 445;452#2629
 331;128#1282
 257;249#1352
 237;38#901
 55;305#1104
 439;48#1518
 475;138#1795
 303;466#2191
 16;21#149
 78;45#459
 448;18#1557
 348;83#1277
 117;133#764
 81;209#882
 404;55#1417
 123;138#787
 246;60#952
 282;323#1633
 235;404#1769
 398;342#2066
 465;348#2336
 187;370#1536
 260;286#1463
 410;50#1425
 36;90#479
 238;32#906
 316;340#1789
 409;486#2633
 57;155#706
 221;167#1072
 270;126#1127
 333;225#1500
 456;50#1571
 274;124#1128
 298;485#2230
 267;313#1560
 344;211#1482
 19;101#486
 69;454#1607
 315;157#1312
 303;15#1078
 170;149#920
 51;264#994
 120;222#977
 28;249#939
 52;489#1720
 223;286#1378
 499;99#1786
 157;198#1005
 387;456#2443
 316;182#1345
 456;39#1588
 394;49#1371
 457;321#2234
 446;213#1848
 200;478#1938
 130;26#578
 364;27#1281
 446;113#1623
 16;439#1522
 108;95#690
 294;333#1702
 257;479#2113
 371;181#1523
 473;336#2337
 57;168#731
 419;464#2572
 273;435#1975
 387;442#2385
 204;63#838
 392;351#2076
 380;13#1336
 466;137#1775
 69;165#752
 216;314#1428
 445;499#2796
 197;54#794
 103;193#891
 42;474#1665
 36;219#871
 166;271#1184
 8;368#1290
 355;321#1861
 253;69#992
 490;33#1705
 38;70#391
 190;463#1854
 195;371#1547
 227;88#925
 128;48#607
 362;85#1319
 300;51#1095
 179;388#1578
 340;180#1417
 72;16#376
 204;124#938
 448;209#1849
 194;462#1872
 161;336#1382
 29;10#149
 305;152#1252
 469;82#1658
 386;276#1824
 192;308#1338
 355;55#1264
 456;93#1634
 413;160#1621
 378;427#2288
 152;303#1246
 8;7#62
 119;251#1052
 267;138#1123
 211;193#1109
 451;52#1569
 469;181#1857
 83;355#1296
 56;42#344
 155;278#1168
 392;329#1990
 126;29#573
 473;445#2724
 150;37#664
 404;43#1416
 50;199#816
 384;390#2188
 20;333#1177
 454;209#1876
 78;108#625
 459;134#1740
 316;311#1701
 390;176#1580
 156;229#1094
 164;398#1567
 8;430#1489
 358;141#1388
 410;318#2028
 235;148#1046
 44;154#666
 140;491#1869
 59;116#614
 462;161#1801
 128;268#1120
 364;348#1983
 105;113#716
 401;119#1506
 384;319#1924
 342;303#1770
 131;352#1355
 233;40#894
 140;482#1834
 176;405#1624
 296;134#1213
 12;65#329
 413;164#1620
 453;443#2634
 282;245#1418
 75;15#396
 248;314#1515
 69;429#1523
 170;360#1476
 197;215#1101
 410;241#1790
 288;377#1843
 384;380#2158
 206;133#963
 329;287#1682
 67;124#652
 244;95#977
 256;362#1695
 402;332#2054
 238;416#1826
 71;139#691
 380;431#2316
 77;18#401
 453;307#2174
 116;213#953
 392;71#1403
 333;252#1578
 0;119#566
 303;343#1775
 462;342#2305
 225;369#1625
 496;22#1731
 271;325#1610
 480;152#1856
 208;295#1350
 278;382#1819
 473;217#1960
 19;227#870
 288;253#1452
 438;7#1516
 238;474#2044
 407;132#1545
 54;250#963
 227;75#919
 96;222#938
 243;366#1673
 280;191#1237
 373;66#1325
 419;131#1592
 318;451#2181
 64;93#586
 96;466#1670
 288;324#1664
 416;263#1877
 468;286#2129
 235;444#1924
 114;53#576
 74;10#395
 38;142#627
 348;239#1586
 205;351#1504
 326;153#1333
 344;204#1456
 239;209#1219
 458;360#2361
 439;357#2274
 330;456#2256
 323;273#1608
 17;196#777
 56;125#624
 341;306#1767
 62;318#1152
 84;341#1250
 390;159#1528
 250;344#1626
 473;81#1670
 290;257#1466
 304;208#1359
 294;39#1078
 275;286#1499
 334;162#1371
 268;435#1963
 330;271#1622
 404;445#2451
 226;474#2018
 63;204#834
 184;264#1227
 280;140#1175
 114;21#556
 5;343#1214
 109;210#940
 454;265#2023
 87;379#1371
 440;187#1775
 331;162#1359
 166;317#1323
 207;370#1569
 449;446#2619
 318;481#2298
 359;16#1265
 328;253#1563
 127;302#1205
 226;53#884
 245;87#968
 320;32#1154
 196;168#1023
 424;363#2226
 31;264#987
 471;337#2329
 164;368#1490
 405;258#1824
 285;352#1739
 28;142#625
 432;364#2253
 280;419#1931
 387;6#1355
 95;345#1272
 223;353#1568
 119;205#946
 160;151#908
 437;15#1515
 105;154#790
 371;455#2402
 498;19#1738
 464;252#2026
 195;99#852
 185;468#1860
 379;64#1348
 124;129#782
 13;439#1523
 267;57#1006
 448;418#2524
 261;429#1925
 431;481#2690
 478;494#2927
 135;80#684
 403;380#2207
 266;42#998
 255;221#1290
